rate,change
0.5,-0.02
0.5,-0.02
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0.02
0.4,0.1
0.4,0.1
0.4,0.14
0.4,0.14
0.5,0.12
0.9,0.04
0.9,0.04
1.1,0
1.1,0
1.1,-0.02
1.1,-0.02
1.1,-0.02
1.1,0.02
1.1,0.44
1,0.56
1,0.4
1,0.4
1.2,0.38
3.3,0.14
3.8,0.6
3,1.18
3,1.04
3.1,0.58
4,0.08
6.8,-0.68
8.9,-1.24
8.2,-1.12
6,-0.72
4.4,-0.56
3.4,-0.44
2.7,-0.28
2.6,-0.3
2.4,-0.26
1.6,-0.1
1.2,0.02
1.3,-0.04
1.1,0.1
1.1,0.12
1.1,0.22
1.3,0.01
1.1,0.04
1.6,-0.09
1.7,-0.14
2.2,-0.25
20.1,-0.88
19.4,-0.94
18.4,-0.72
17.2,0.04
16.8,0.52
15.7,-0.2
14.7,0.66
14.8,1.74
17.4,5.26
19.4,5.48
14.7,5.72
18,4.36
23.5,2.7
43.7,-1.82
46.8,-3.02
43.3,-2.88
39.8,-1.62
37,-1.12
34.6,-1.68
31.7,-1.8
28.9,-2.72
31.7,-4.66
31.4,-5.18
26.2,-4.36
22.7,-4.3
15.3,-2.32
8.4,-0.9
5.5,-0.26
4.4,-0.56
1.2,0.48
3.7,0.1
3.9,-0.2
4.2,-0.46
1.6,-0.08
3.6,-0.06
4.2,-0.58
2.9,-0.4
1.9,-0.16
1.2,-0.04
3.3,-0.46
1.3,-0.1
0.9,-0.02
1.6,0
1.6,0
1.6,0
1.6,0
1.6,-0.02
1.6,-0.02
1.6,-0.02
1.6,-0.02
1.6,-0.02
1.5,-0.02
1.5,-0.02
1.5,-0.02
1.5,-0.04
1.5,-0.04
1.4,-0.04
1.4,-0.04
1.4,-0.04
1.3,-0.02
1.3,-0.02
1.2,0
1.2,0
1.2,-0.02
1.2,-0.02
1.2,-0.02
1.2,-0.02
1.2,-0.02
1.1,0
1.1,0
1.1,-0.02
1.1,0
1.1,-0.02
1.1,-0.02
1.1,-0.02
1,0
1.1,-0.02
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,-0.02
1,-0.02
1,-0.02
1,-0.02
1,0
0.9,0.04
0.9,0
0.9,-0.04
0.9,-0.06
1,-0.08
1.1,-0.12
0.9,-0.08
0.7,-0.04
0.6,-0.02
0.6,-0.02
0.5,0.02
0.5,0.02
0.5,0.02
0.5,0.02
0.5,0.02
0.6,0
0.6,0.02
0.6,0.06
0.6,0.06
0.6,0.06
0.6,0.06
0.7,0.04
0.9,0
1.9,-0.16
1.7,-0.12
1.7,-0.16
1.7,-0.16
1.3,-0.08
1.1,-0.06
1.1,-0.06
0.9,-0.02
0.9,-0.02
0.9,-0.04
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.7,0
0.7,-0.02
0.7,-0.02
0.7,-0.04
0.7,-0.04
0.7,-0.04
0.6,-0.02
0.6,-0.02
0.5,0
0.5,0
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.5,-0.02
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,-0.06
0.4,-0.04
0.4,-0.06
0.4,0
0.4,0.02
0.1,0.12
0.2,0.06
0.1,0.08
0.4,0.04
0.5,-0.04
0.7,-0.1
0.5,0.04
0.5,0.04
0.6,-0.04
0.3,0.06
0.2,0.1
0.7,0.02
0.7,-0.04
0.4,0.04
0.6,-0.02
0.7,-0.04
0.8,-0.06
3.7,-0.34
3.1,-0.26
2.7,-0.18
2.5,-0.2
2.3,-0.2
2,-0.02
1.8,0.2
1.8,0.22
1.5,1
1.3,2.16
1.9,3.38
2.8,4.32
2.9,4.28
6.5,3.18
12.1,1.32
18.8,-0.42
24.4,-2.08
24.3,-2.58
22.4,-4.44
18.7,-3.7
16.7,-3.32
14,-2.8
11.4,-2.28
0.2,-0.04
0.2,-0.04
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0.04
0.2,0.04
0.2,0.04
0.2,0.04
0.2,0.04
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,0
0.4,-0.06
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.4,-0.06
0.1,0
0.2,0
0.2,0
0.2,0
0.1,0.02
0.1,0
0.2,-0.02
0.2,-0.02
0.2,0
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.2,-0.04
0.1,0
0.1,0
0.1,0
50.7,0.8
50.7,-0.36
49.8,0.36
50,0.88
50,0.4
54.7,-0.9
48.9,-0.28
51.6,-1.1
54.4,-1.26
52,-1.72
50.2,-1.18
47.5,-0.62
46.1,0.26
48.1,-0.9
43.4,0.24
44.3,-0.32
44.4,0.56
47.4,2.16
43.6,2.9
44.6,1.94
42.7,3.1
47.2,1.9
58.2,-0.34
58.1,-0.74
54.3,-0.02
58.2,-1.14
56.7,-1.02
56.5,-0.98
54.4,-0.74
54.2,-1.22
52.5,-1.32
51.6,-1.2
51.6,-0.56
50.7,0.3
48.1,0.88
45.9,1.12
45.6,0.94
48.8,-0.34
52.2,-1.3
52.5,-1.7
51.5,-1.84
50.3,-1.86
47.1,-1.46
45.7,-1.5
44,-1.54
42.3,-1.6
41,-1.6
39.8,-1.66
38.2,-1.66
36.3,-1.74
34.3,-1.88
33,-1.92
31.5,-1.86
29.9,-1.76
27.6,-1.52
24.9,-1.2
23.4,-1.04
22.2,-1
21.1,-0.9
20,-0.8
18.9,-0.74
18.2,-0.78
17.2,-0.98
16.6,-1.26
16,-1.38
15.2,-1.42
14.3,-1.48
12.3,-1.28
10.3,-0.81
9.1,-0.16
8.1,0.19
31.6,-2.36
22,-0.42
23.8,-1.22
20.5,-1
21.3,-1.44
19.8,-1.4
19.9,-1.56
17.7,-1.24
15.5,-0.9
14.1,-0.74
12.8,-0.7
12.1,-0.7
11.5,-0.72
11,-0.68
10.4,-0.66
9.3,-0.56
8.6,-0.46
7.9,-0.4
7.6,-0.36
7.1,-0.3
6.5,-0.24
6.3,-0.22
5.9,-0.14
5.8,-0.12
5.6,-0.14
5.3,-0.04
5.2,-0.06
5.2,-0.06
5.2,-0.12
4.9,-0.12
5.1,-0.18
4.9,-0.16
4.9,-0.18
4.6,-0.24
4.3,-0.18
4.2,0.14
4.1,0.58
4,0.62
3.4,1.08
3.4,1.4
4.9,0.98
7,0.46
7.1,1.14
8.8,0.8
10.4,1.06
9.8,1.16
9.3,1.16
12.8,0.26
12.8,0.1
15.7,-0.62
15.6,-0.8
15.1,-0.9
14.1,-1.74
13.3,-1.82
12.6,-1.7
11.6,-1.28
10.6,-1
5.4,0.06
4.2,0.28
4.1,0.12
5.2,-0.12
5.6,-0.5
5.7,-0.74
5.6,-0.82
4.7,-0.62
4.6,-0.78
3.1,-0.38
2,-0.18
1.5,-0.1
1.6,-0.12
0.7,0.04
86.1,-1.52
86.6,-1.78
87.4,-3.22
78.1,-2.16
85.3,-3.92
78.5,-2.22
77.7,-3.06
71.3,-2.68
67.3,-2.2
65.7,-2.6
67.4,-2.66
62.4,-2.06
57.9,-2.08
56.3,-2.06
52.7,-1.9
54.1,-2.5
52.1,-2.4
47.5,-2.08
46,-1.98
43.2,-1.48
41.6,-1.92
40.1,-2.14
37.1,-2.3
36.1,-2.34
35.8,-2.5
32,-1.78
29.4,-1.22
25.6,-0.52
24.4,-0.32
23.3,-0.26
23.1,-0.06
23.3,0.12
23,0.08
22.8,1.36
22,2.56
22.8,2.58
23.9,1.66
23.4,0.24
29.6,-2.02
34.8,-5.38
35.7,-6.2
32.2,-5.8
24.6,-4.38
19.5,-3.46
7.9,-1.16
4.7,-0.58
3.2,-0.32
2.7,-0.28
2.2,-0.22
2.1,-0.24
1.8,-0.22
1.6,-0.18
1.3,-0.1
1.1,-0.06
0.9,0
0.7,0.04
0.7,0.02
0.8,0
0.8,0
0.9,-0.02
0.9,-0.04
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.04
0.7,-0.04
0.7,-0.06
0.7,-0.06
0.7,-0.06
75.1,-2.1
73,-1.76
70.9,-1.52
69,-1.28
66.4,-0.6
64.6,-1.16
64.2,-0.52
63.3,0.5
62.6,1.34
63.4,1.72
58.8,-0.22
61.6,-2.34
65.8,-3.5
69.3,-5.4
72,-6.76
57.7,-4.78
49.9,-4.68
48.3,-6.72
42.3,-6.38
38.2,-5.9
33.8,-5.92
26.5,-4.82
14.7,-2.74
10.4,-1.88
8.7,-1.64
4.2,-0.74
2.4,-0.44
1,-0.18
1,-0.18
0.5,-0.1
0.5,-0.1
0.2,-0.04
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.6,-0.06
9.4,-0.02
9.4,-0.08
9.4,-0.34
9.3,-0.4
9.3,-0.52
9.3,-0.6
9,-0.68
7.7,-0.68
7.3,-0.72
6.7,-0.62
6.3,-0.52
5.6,-0.42
4.3,-0.2
3.7,-0.14
3.6,-0.14
3.7,-0.16
3.5,-0.1
3.3,-0.06
3,0
2.9,0.02
2.9,0.02
3,-0.02
3,-0.1
3,-0.18
3,-0.22
3,-0.24
2.9,-0.28
2.5,-0.2
2.1,-0.08
1.9,0.06
1.8,0.14
1.5,0.68
1.5,-0.1
1.7,-0.16
2.2,-0.32
2.5,-0.38
4.9,-0.86
1,-0.08
0.9,-0.06
0.6,0
0.6,0.02
0.6,0.02
0.6,0.06
0.6,0.08
0.6,0.1
0.7,0.1
0.7,0.08
0.9,0.02
1,-0.02
1.1,-0.04
1.2,-0.06
1.1,-0.02
1,0
0.9,0
0.9,0.12
0.9,0.02
1,-0.07
1,-0.07
0.9,-0.05
1.5,-0.17
30.9,0.1
29.4,0.96
29.2,1.24
32.7,0.54
32.7,0.76
31.4,0.84
34.2,0.28
35.4,-0.16
35.4,-0.34
36.5,-0.68
35.6,-0.7
35.6,-0.98
34.6,-0.98
33.7,-1.08
33.1,-1.08
32.1,-0.98
30.7,-0.82
29.7,-0.8
28.3,-0.68
27.7,-0.58
27.2,-0.6
26.6,-0.56
25.7,-0.46
24.9,-0.3
24.8,-0.2
24.2,0.02
23.8,0.16
23.4,0.48
23.4,0.68
23.8,0.72
24.3,0.8
24.6,0.98
25.8,0.72
26.8,0.5
27.4,0.22
28.3,-0.02
29.5,-0.38
29.4,-0.34
29.3,-0.48
28.5,-0.38
28.2,-0.44
27.6,-0.38
27.7,-0.56
26.9,-0.46
26.6,-0.38
26,-0.28
25.7,-1.34
24.9,-1
24.6,-1
24.7,-1.1
24.6,-1.18
19,-0.62
19.9,-1.56
19.6,-1.82
19.2,-1.84
18.7,-1.98
15.9,-1.8
12.1,-0.84
10.5,-0.76
10,-0.88
8.8,-0.52
6.9,0.06
7.9,-0.3
6.7,-0.4
5.6,-0.49
6.2,-0.39
7.2,-0.83
6.4,-0.63
4.7,-0.38
3.1,-0.22
4.2,-0.2
78.3,-0.96
77.8,-0.84
76.8,-0.96
76.4,-1.28
74.9,-1.38
73.5,-1.52
73.6,-1.86
72,-1.78
70,-1.2
68,-0.86
65.9,-0.38
64.3,-0.38
63.1,-0.26
64,-0.86
63.7,-1.22
64,-1.94
62.4,-2.38
61.8,-2.94
59.7,-3.34
57.6,-3.34
54.3,-2.88
50.5,-2.68
47.1,-2.18
43,-1.34
40.9,-1.4
39.9,-2.76
37.1,-1.48
36.2,-1.16
36.3,0.1
33.9,0.4
26.1,1.12
29.7,-2.78
30.4,-1.18
36.8,-1.88
35.9,-2.2
31.7,-0.42
15.8,2.52
24.5,0.86
27.4,-0.02
24.9,0
29.6,-2.18
28.4,-1.7
28.8,-1.78
27.3,-1.84
24.9,-1.18
18.7,-0.28
19.9,-0.68
19.9,-0.96
18.1,-0.4
19,-0.92
17.3,-0.9
16.5,-1.18
15.1,-0.98
16.1,-1.46
14.4,-1.28
12.8,-1.12
10.6,-0.78
10.2,-0.76
8.8,-0.68
8,-0.64
7.2,-0.36
6.7,-0.04
6.4,0.12
5.4,0.3
4.8,0.45
5.4,-0.53
6.5,0.19
7,-0.43
6.9,-0.62
7,-0.81
2.8,0.04
14.3,-0.78
13.5,-0.8
12.7,-0.82
11.9,-0.78
11.3,-0.78
10.4,-0.74
9.5,-0.68
8.6,-0.64
8,-0.42
7.4,-0.36
6.7,-0.36
6.1,-0.26
5.4,-0.26
5.9,-0.46
5.6,-0.5
4.9,-0.42
4.8,-0.4
4.1,-0.28
3.6,-0.18
3.1,-0.06
2.8,0
2.8,0
2.7,-0.02
2.7,-0.1
2.8,-0.22
2.8,-0.22
2.8,-0.22
2.6,-0.14
2.2,-0.06
1.7,0
1.7,0
1.7,0
1.9,-0.04
1.9,-0.04
1.7,0
1.7,0
1.7,0
1.7,0
1.7,0
1.7,0
1.7,0
1.7,0
1.7,0
1.7,-0.02
1.7,-0.02
1.7,-0.02
1.7,-0.02
1.7,-0.02
1.6,0
1.6,0
1.6,-0.02
1.6,-0.02
1.6,-0.02
1.6,-0.02
1.6,-0.02
1.5,0
1.5,0
1.5,0.02
1.5,0.02
1.5,0.02
1.5,0.02
1.5,0.02
1.6,0
1.6,0
1.6,0
1.6,0.02
1.6,0.02
1.6,0
1.6,-0.01
1.6,-0.03
1.7,-0.05
36.3,1.26
36.5,0.56
38.3,-0.36
39.3,-0.88
38.5,-0.78
42.6,-1.74
39.3,-1.98
36.5,-1.44
34.9,-1.84
34.6,-1.88
33.9,-1.78
29.4,-1.6
29.3,-3.14
25.7,-2.5
25.2,-2.56
25,-2.92
21.4,-2.12
13.6,-0.94
13.2,-1.12
12.4,-1.12
10.4,-1.02
10.8,-1.26
8.9,-0.96
7.6,-0.76
6.8,-0.7
5.3,-0.4
4.5,-0.32
4.1,-0.4
3.8,-0.4
3.3,-0.32
3.3,-0.38
2.9,-0.34
2.1,-0.3
1.8,-0.26
1.7,-0.26
1.4,-0.22
1.2,-0.24
0.6,-0.12
0.5,-0.1
0.4,-0.08
0.3,-0.06
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.6,-0.06
3.5,-0.06
3.4,-0.04
3.4,-0.04
3.5,-0.06
3.3,-0.04
3.2,-0.02
3.2,-0.04
3.2,-0.04
3.2,-0.04
3.1,-0.04
3.1,-0.08
3,-0.06
3,-0.1
3,-0.12
2.9,-0.12
2.7,-0.08
2.7,-0.2
2.5,-0.18
2.4,-0.2
2.3,-0.18
2.3,-0.2
1.7,-0.08
1.6,-0.08
1.4,-0.06
1.4,-0.12
1.3,-0.18
1.3,-0.2
1.2,-0.18
1.1,-0.16
0.8,-0.1
0.4,0.08
0.3,0
0.3,0
0.3,0.14
0.3,0.12
0.8,0.04
0.3,0.02
0.3,0.12
1,-0.08
0.9,-0.12
1,-0.14
0.4,-0.02
0.9,-0.06
0.6,-0.02
0.3,0
0.3,0
0.3,0
0.6,-0.06
0.5,-0.04
0.3,0
0.3,0
0.3,-0.02
0.3,-0.02
0.3,0
0.3,0
0.3,0
0.2,0.02
0.2,0.06
0.3,0
0.3,0.02
0.3,0.02
0.3,0.02
0.5,-0.02
0.3,0.02
0.4,-0.06
0.4,-0.04
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.1,0.04
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.3,0
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,-0.02
0.2,-0.02
0.2,0
0.2,0
0.2,0
0.1,0.02
0.1,0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,0
0.1,0
0,0.02
0,0.02
0,0.02
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0.02
0,0
0,0.04
0,0.04
0,0.04
0.1,0.02
43.4,-0.8
42.5,-0.54
40.1,-0.6
38.1,-0.56
40.2,-0.24
39.4,-0.52
39.8,-0.96
37.1,-0.6
35.3,-0.7
39,-1.48
36.8,-0.94
35,-1.38
34.1,-1.4
31.8,-1.14
31.6,-1.3
32.1,-1.4
28.1,-1.3
27.1,-0.98
26.1,-0.06
25.1,0.16
25.1,1.7
21.6,2.08
22.2,1.18
25.8,-0.16
25.9,-0.84
33.6,-2.9
32,-2.86
28.1,-1.12
25,0.16
21.7,0.62
19.1,0.94
17.7,0.84
22.5,-0.5
25.8,-1.54
24.8,-1.98
23.8,-1.94
21.9,-2
20,-2.18
18.1,-1.82
14.9,-1.2
14.1,-1.26
11.9,-1.08
9.1,-0.56
9,-0.54
8.9,-0.42
7.8,-0.32
6.5,-0.08
6.3,-0.08
6.3,-0.18
6.8,-0.44
6.2,-0.46
6.1,-0.56
5.9,-0.62
5.4,-0.56
4.6,-0.4
3.9,-0.36
3.3,-0.32
2.8,-0.34
2.6,-0.36
2.6,-0.38
2.1,-0.28
1.7,-0.22
1.1,-0.12
0.8,0
0.7,0.1
0.7,0.2
0.6,0.08
0.5,0.02
0.8,-0.06
1.2,-0.16
1.7,-0.26
99.7,-0.1
99.6,-0.12
99.4,-0.08
99.1,0
99.4,-0.04
99.2,0.04
99,0.14
99,0.16
99.1,0.12
99.2,0.08
99.4,0
99.7,-0.1
99.8,-0.08
99.7,-0.04
99.6,-0.06
99.4,-0.16
99.2,-0.16
99.4,-0.22
99.5,-0.32
99.3,-0.28
98.6,-0.22
98.4,-0.14
98.3,-0.22
97.9,-0.3
97.9,-0.44
97.5,-0.52
97.7,-0.66
97.2,-0.72
96.4,-0.76
95.7,-1
94.9,-1.26
94.4,-1.46
93.6,-1.7
92.6,-2.02
90.7,-1.8
88.6,-1.52
87.1,-1.56
85.1,-1.62
82.5,-1.58
81.7,-2.52
81,-3.46
79.3,-4.18
77,-4.04
74.6,-3.76
69.1,-2.86
63.7,-2.58
58.4,-2.24
56.8,-2.68
55.8,-3.6
54.8,-4.54
50.8,-4.94
47.2,-4.7
43.4,-4.46
37.8,-3.58
32.1,-2.94
26.1,-2.22
23.7,-2.74
21.1,-2.68
19.9,-2.74
17.4,-2.54
15,-2.4
10,-1.56
7.7,-1.2
6.2,-1.08
4.7,-0.94
3,-0.6
2.2,-0.44
1.7,-0.34
0.8,-0.16
0,0
0,0
46.9,-0.66
46.9,-0.72
46.1,-0.6
45.2,-0.38
43.8,-0.34
43.6,-0.58
43.3,-0.66
43.1,-0.74
43.3,-0.8
42.1,-0.72
40.7,-0.46
40,-0.64
39.4,-0.6
39.3,-0.86
38.5,-1.1
38.4,-1.28
36.8,-1.28
36.4,-1.6
35,-1.64
33,-1.52
32,-1.32
30.4,-1.44
28.4,-1.16
26.8,-1.52
25.4,-1.44
25.4,-1.56
23.2,-1.12
22.6,-0.88
19.2,-0.18
18.2,0
17.6,0.04
17.6,-0.22
18.2,-0.52
18.3,-0.6
18.2,-0.68
17.8,-0.98
16.5,-0.72
15.6,-0.96
15.3,0.08
14.8,0.6
12.9,1.56
12.9,2.58
10.8,3.06
15.7,2.4
17.8,2.6
20.7,1.16
25.8,0.12
26.1,-0.06
27.7,-0.54
30.8,-1.24
26.5,-0.84
26.4,-1.12
25.8,-1.34
25,-1.32
24.6,-1.48
22.3,-1.32
20.8,-1.4
19.1,-1.28
18.4,-1.32
17.2,-1.26
15.7,-1.1
13.8,-0.74
12.7,-0.64
11.8,-0.4
10.9,0.08
10.2,1.11
10.1,0.23
9.5,-0.05
9.8,-0.23
11.3,-0.56
15.8,-1.58
48.4,-1.58
49.1,-1.18
45.9,-0.9
42.4,-0.68
43.2,-0.84
40.5,-0.5
43.2,-0.94
41.4,-0.66
39,-0.6
39,-0.6
38,-0.64
38.5,-0.92
38.1,-1.02
36,-0.9
36,-1.02
34.8,-1.1
33.9,-1.12
33,-1.32
31.5,-1.26
30.9,-1.32
29.3,-0.98
28.3,-0.94
26.4,-1.08
25.2,-1.06
24.3,-1
24.4,-0.92
23.6,-0.4
21,-0.08
19.9,-0.44
19.3,-0.98
19.8,-1.34
21.6,-1.88
20.6,-1.78
17.7,-1.28
14.4,-0.76
13.1,-0.52
12.2,0.1
11.7,-0.32
11.3,-0.54
10.6,-0.78
10.5,-0.72
12.7,-0.88
10.1,-0.7
8.6,-0.92
6.7,-0.08
6.9,-0.08
8.3,-0.36
6.6,-0.18
4,0.34
6.3,-0.16
6.5,-0.54
6.5,-0.54
5.7,-0.82
5.7,-0.72
5.5,-0.62
3.8,-0.32
3.8,-0.22
1.6,0.2
2.1,0.1
2.4,0
2.2,0.06
2.7,-0.06
2.6,-0.18
2.6,-0.06
2.4,-0.13
2.5,0.17
2.4,-0.05
1.7,-0.02
2.3,-0.15
1.7,-0.09
3.4,-0.52
24.7,-1.94
26.6,-3.24
21.5,-2.5
16.5,-1.16
16.2,-1.38
15,-0.4
10.4,-0.28
9,-0.54
10.7,-1.12
9.3,-0.32
13,-1.82
9,-1.18
6.3,-0.88
5.1,-0.68
7.7,-1.3
3.9,-0.56
3.1,-0.5
1.9,-0.26
1.7,-0.24
1.2,-0.02
1.1,0.2
0.6,0.08
0.6,0
0.5,-0.02
1.1,-0.14
2.1,-0.34
1,-0.12
0.6,-0.06
0.4,-0.02
0.4,-0.04
0.4,-0.04
0.4,-0.04
0.3,-0.02
0.3,-0.02
0.2,0
0.2,0
0.2,-0.02
0.2,-0.02
0.2,0
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,0
0,0.02
0,0
0,0
0,0.02
0.1,0
0.1,-0.02
0,0.02
0,0
0.1,-0.02
0.1,0.02
0,0
0.1,-0.02
0,0
0,0
0.2,-0.04
0,0
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.02
0,0.02
0,0.02
0,0.02
0,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0.02
0,0.02
0,0.02
0,0
0,0.02
0.1,0
0.1,0
0.1,-0.02
0,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,-0.12
0.8,-0.08
0.6,-0.06
0.6,-0.06
0.5,-0.06
0.4,-0.04
0.4,-0.04
0.3,-0.02
0.3,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0.02
0.1,0.02
0.1,0
0.1,0
0.1,0
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0,0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0.02
0.1,0
0.1,0.02
0.1,0.04
0.1,0.1
0.2,0.1
0.1,0.12
0.2,0.1
0.3,0.08
19.7,-0.44
19.1,-0.36
19,-0.38
18.6,-0.3
17.7,-0.18
17.5,-0.32
17.3,-0.3
17.1,-0.2
17.1,-0.24
16.8,-0.12
15.9,0.06
15.8,0.04
16.1,0.02
15.9,0.08
16.2,0.04
16.2,-0.6
16,-0.62
16.2,-0.6
16.3,-0.62
16.4,-0.42
13.2,0.06
12.9,-0.06
13.2,0.54
13.2,1.26
14.3,1.12
13.5,1.46
12.6,1.72
15.9,1.18
19.5,0.6
19.9,0.54
20.8,0.48
21.2,0.68
21.8,0.64
22.5,0.62
22.6,1.32
23.2,1.54
24.6,1.78
25,1.78
25.6,2.16
29.2,1.56
30.9,1.66
33.5,1.48
33.9,1.72
36.4,1.52
37,1.4
39.2,1.08
40.9,0.74
42.5,0.34
44,-0.08
44,-0.22
44.6,-0.5
44.6,-0.74
44.2,-0.86
43.6,-1.1
42.9,-0.98
42.1,-1.02
40.9,-1.16
39.9,-1.16
38.1,-1.06
38,-1.4
37,-1.52
35.1,-1.62
34.1,-1.74
32.8,-1.64
31,-1.5
29.4,-1.16
27,-0.82
25.4,-0.65
24.6,-0.73
23.5,-0.7
23.6,-0.84
1.4,0
1.4,0
1.4,-0.02
1.4,-0.02
1.4,-0.02
1.4,-0.04
1.4,-0.04
1.3,-0.02
1.3,-0.02
1.3,-0.04
1.2,-0.02
1.2,-0.02
1.2,-0.04
1.2,-0.04
1.1,-0.04
1.1,-0.04
1.1,-0.04
1,-0.04
1,-0.04
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.8,-0.02
0.7,0
0.7,0
0.7,0
0.7,-0.04
0.7,-0.06
0.7,-0.06
0.7,-0.06
0.7,-0.08
0.5,-0.04
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.3,0
0.3,0
0.3,0
0.3,0
0.3,-0.02
0.3,-0.04
0.3,0
0.3,0.04
0.3,-0.04
0.2,-0.04
0.1,-0.02
0.3,0
0.5,-0.06
0.1,0.02
0,0.06
0,0.02
0.3,-0.02
0.2,0.02
0.2,0
0.3,-0.02
0.1,0.02
0.2,0.02
0.3,0
0.2,0.02
51.4,-1.78
45.5,-1.02
42.9,-0.78
45.3,-1.7
44.5,-1.02
42.5,-0.76
40.4,0.14
39,-1.28
36.8,-1.08
39.4,-1.88
38.7,0.2
41.1,-1.7
32.6,-0.02
31.4,0.4
30,0.14
39.7,-3.26
32.6,-2.6
32.5,-3.02
33.4,-3.92
30.7,-3.44
23.4,-2.1
19.6,-1.58
17.4,-1.16
13.8,-0.44
13.5,-0.44
12.9,-0.5
11.7,-0.28
11.6,-0.26
11.6,-0.32
11.3,-0.22
10.4,0.08
10.3,0.04
10.3,-0.34
10,-0.28
10.2,-0.34
10.8,-0.1
10.5,-0.02
8.6,-0.02
8.6,-0.34
8.5,-0.4
10.3,-0.78
10.4,-0.84
8.5,-0.42
6.9,-0.16
6.5,-0.16
6.4,-0.18
6.2,-0.5
6.4,-0.14
6.1,0.08
5.7,0.6
5.5,0.34
3.7,0.46
5.7,0.04
6.5,-0.3
8.7,-0.96
7.2,-0.82
6,-0.52
5.9,-0.56
5,-0.48
3.9,-0.24
3.1,-0.22
3.4,-0.34
3.1,-0.32
2.6,-0.3
2.7,-0.34
2,-0.14
1.7,-0.09
1.5,-0.11
